query_id|query_text|category|project|difficulty|freshness_sensitive|authority_sensitive|exact_identifier_dependency|evidence_required|source_generation_method|grounding_document_id|grounding_excerpt_checksum|review_status
candidate-12659aefd929|How can an engineer verify version compatibility for Add support for distributed tracing in the API server in Kubernetes?|compatibility|Kubernetes|advanced|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-apiservertracing-md|32a681171dba18f165695bc65f51b597bc107e6a9a00202ea5309601af851182|NEEDS_HUMAN_REVIEW
candidate-13247244d28a|How can an engineer verify version compatibility for Storage version to resource mapping in Kubernetes?|compatibility|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-overview-working-with-objects-storage-version-md|e44bd4cbeabb3f58a492abf4faf48033d37b15636a3b37336cd7d2a733a61050|NEEDS_HUMAN_REVIEW
candidate-142c9daf1726|How can an engineer verify version compatibility for Enabling bin packing using MostAllocated strategy in Kubernetes?|compatibility|Kubernetes|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-scheduling-eviction-resource-bin-packing-md|6305953bb4624eb1477b80fc0cb8afac67ded94a63836785f3116a9341bb5a06|NEEDS_HUMAN_REVIEW
candidate-160ea3cd3f50|How can an engineer verify version compatibility for Data source references in Kubernetes?|compatibility|Kubernetes|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-storage-volume-populators-and-data-sources-md|0a1e82e69d934c1e93b254b1187431f8209a0506dfcf774b9a685567c1bc31ef|NEEDS_HUMAN_REVIEW
candidate-163a02755d6c|How can an engineer verify version compatibility for Changes using GitHub in Kubernetes?|compatibility|Kubernetes|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-new-content-open-a-pr-md|d718dc9402e19b11cdbdee050bcd6d5a9efbc692c5459e8e1be00ca24eaa233f|NEEDS_HUMAN_REVIEW
candidate-015ebe36c299|How can an engineer verify version compatibility for Array Functions in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-array-sgml|f04c374d42e83d76efa27a12523ee993846cf68753450a3f8bc326771b41af3e|NEEDS_HUMAN_REVIEW
candidate-020be6dd3ff2|How can an engineer verify version compatibility for Administration Tools in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-external-projects-sgml|02ae6984251d00d59d0ac38a7e28c93c321ab82042a5ca06ff561eb996c94ee0|NEEDS_HUMAN_REVIEW
candidate-03bb91560fd6|How can an engineer verify version compatibility for Geometric Functions and Operators in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-geometry-sgml|ecec12ac8bb6841b40c2f6553f43db43c92077949fc5b2baff4713d5d1f579e2|NEEDS_HUMAN_REVIEW
candidate-046e6dc7b557|How can an engineer verify version compatibility for Legal Notice in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-legal-sgml|80a52fbc26484ba710e56ba12d739852b7f700ebf15fd49c31ae6afb470609a6|NEEDS_HUMAN_REVIEW
candidate-04fa60f39e9d|How can an engineer verify version compatibility for What Is PostgreSQL? in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-intro-sgml|20acf6cfb59881adda2195e0b497aab8bec7c64dca53fb9466d08fef117c6eb7|NEEDS_HUMAN_REVIEW
candidate-0786aed5383b|How can an engineer verify version compatibility for UUID Generation Functions in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-uuid-sgml|193c32c509b674e993ff4dc080805ccfcd691f290de2d8b759155d531af5a2ed|NEEDS_HUMAN_REVIEW
candidate-094ede351c5b|How can an engineer verify version compatibility for The Practical SQL Handbook in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-biblio-sgml|efd713bc8273251fb049d2f5ba0105fb399eebc56137be35b4f88ec6167af874|NEEDS_HUMAN_REVIEW
candidate-0a5720762db9|How can an engineer verify version compatibility for Large Objects in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-lobj-sgml|e02d532dab1d58c86fdff708799fb94af80f001164b6dbadf0f4d943dc4ae5c7|NEEDS_HUMAN_REVIEW
candidate-0d0f6c0d4d3c|How can an engineer verify version compatibility for Vacuuming Basics in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-maintenance-sgml|8d6438ad4bf15b74506499e401f5bb64ee328c0f789c5781eb1a16e9bf8a4061|NEEDS_HUMAN_REVIEW
candidate-0d5de8f46725|How can an engineer verify version compatibility for Sample Uses in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-intagg-sgml|2b5cb91ecb78d79dd3a58b4c680695746ace9fcffa7fcc5fce551cf19d0c1af9|NEEDS_HUMAN_REVIEW
candidate-1165d767c694|How can an engineer verify version compatibility for Merge Support Functions in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-merge-support-sgml|0a9a444d12e76ec07580f5a79a35d16322c561224213c961e65dde3dd2c20fe0|NEEDS_HUMAN_REVIEW
candidate-121d6997ceed|How can an engineer verify version compatibility for Compiling and Linking Dynamically-Loaded Functions in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|False|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-dfunc-sgml|0eb424eb26238f7ea3f59957621ddf653dfef58ce35d28714e5e61a919b63c10|NEEDS_HUMAN_REVIEW
candidate-1242e8a37aa4|How can an engineer verify version compatibility for Getting the Source in PostgreSQL?|compatibility|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-installation-sgml|f6655def2c1ed3a93b28905dd1812024714abd6c497a244c6660ca6d0eb972c3|NEEDS_HUMAN_REVIEW
candidate-00f59933fc45|How should an engineer configure Self-registration of Nodes safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-architecture-nodes-md|7b956ad7539ef54075ebaa8f7d05c6226b301542fafada97481ca6307faf9738|NEEDS_HUMAN_REVIEW
candidate-0215982f3446|How should an engineer configure CSI driver restrictions safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-storage-ephemeral-volumes-md|70ada3777f362fbe4093e38251c7c454955b573b50bdb105ec90dace6371d781|NEEDS_HUMAN_REVIEW
candidate-03471d24bd41|How should an engineer configure How Service ClusterIPs are allocated? safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-services-networking-cluster-ip-allocation-md|1f124aad06fef0ba67d2d51e3069c315b0081933eaf5a8cb6c925a4fcf14ab8c|NEEDS_HUMAN_REVIEW
candidate-037c7fa27897|How should an engineer configure Bootstrap Tokens Overview safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-access-authn-authz-bootstrap-tokens-md|5490da16f57fd7f40b11665233ba5a09479e57f6e4b06b00647f486d106fc1d6|NEEDS_HUMAN_REVIEW
candidate-0395e8117373|How should an engineer configure Protection for Secret data on nodes safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-security-linux-security-md|1e4acc38ac5ee8f6fa9f585def2607e5c4629cc18cd2ba1478c5f354ea64d935|NEEDS_HUMAN_REVIEW
candidate-04792b084ab4|How should an engineer configure Enable the setting of PodReadinessGate field for extending Pod readiness evaluation safely in Kubernetes?|configuration|Kubernetes|advanced|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-podreadinessgates-md|b2973cfd4c07741f1034cd2855d1bde1337e7ecc6e76efddb7cfad067be587a6|NEEDS_HUMAN_REVIEW
candidate-04b30cd454d0|How should an engineer configure Securing a cluster safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-cluster-administration-index-md|aecc364e01d5bb00ee96bb31d1cbc864250a77525f211ffe742dd4e3500f5e52|NEEDS_HUMAN_REVIEW
candidate-0504359d86c2|How should an engineer configure Container networking on Windows safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-services-networking-windows-networking-md|156b083cbb88200e34bb5c15a32944cc867e0d75755d610876e30db4d505501d|NEEDS_HUMAN_REVIEW
candidate-064c6bed94b5|How should an engineer configure Getting the docs repository safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-generate-ref-docs-quickstart-md|0549239447a12f5d5ae4b6f501a8b4c1dec9127d06b2845de75a982db066e8b5|NEEDS_HUMAN_REVIEW
candidate-08b11791a907|How should an engineer configure PodSecurityPolicy Spec safely in Kubernetes?|configuration|Kubernetes|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-access-authn-authz-psp-to-pod-security-standards-md|cf349048541859e6ed31887822d1578d360ab4d15c6d2c0138551e1288abbca6|NEEDS_HUMAN_REVIEW
candidate-08fe8a1673f5|How should an engineer configure The VolumeAttributesClass API safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-storage-volume-attributes-classes-md|c1f5d9e2556829ad405cf701c04397fe02030d4991fcffbc59126cabce9e4a21|NEEDS_HUMAN_REVIEW
candidate-097c23afa615|How should an engineer configure Relax the server side validation for the DNS search string (.spec.dnsConfig.searches) for containers safely in Kubernetes?|configuration|Kubernetes|advanced|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-relaxeddnssearchvalidation-md|9b0aaa85a4250f8a3a5e7657bc5891e81bae5b94965730c3c2155aa130f3f919|NEEDS_HUMAN_REVIEW
candidate-09fc9742a6a5|How should an engineer configure Enables support for the Extended Resource allocation by DRA feature safely in Kubernetes?|configuration|Kubernetes|advanced|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-draextendedresource-md|0b1b7773f92733de9dcadbb69ab268408cc72852097a59b3fec3860a33ff4b3f|NEEDS_HUMAN_REVIEW
candidate-0a46f79e1ed5|How should an engineer configure Core Components safely in Kubernetes?|configuration|Kubernetes|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-overview-components-md|4443f897fd5b62e733a5baf57d1e8c37c4aaf6d88ef12bf3fea8e652cfb67a0c|NEEDS_HUMAN_REVIEW
candidate-0a7a460cea07|How should an engineer configure Network Plugin Requirements safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-extend-kubernetes-compute-storage-net-network-plugins-md|7a23a45eb0bfcb64863d95ce7feebbf3b40260bb5d9f11667badccbd00f85b3e|NEEDS_HUMAN_REVIEW
candidate-0a8bb203b343|How should an engineer configure Planning a cluster safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-cluster-administration-index-md|aecc364e01d5bb00ee96bb31d1cbc864250a77525f211ffe742dd4e3500f5e52|NEEDS_HUMAN_REVIEW
candidate-0b8d200b904a|How should an engineer configure Why use manifest-based admission control? safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-access-authn-authz-manifest-admission-control-md|16bafdb59a01496a7b5b6e7463eee4df2d4186a489c0e2db951ee1b9f6345987|NEEDS_HUMAN_REVIEW
candidate-0c2793e9e854|How should an engineer configure Container runtimes safely in Kubernetes?|configuration|Kubernetes|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-containers-index-md|80664daaa0356ccd70c358d33d9a1ceaf0d19e096e51a996d35c06344ed0e999|NEEDS_HUMAN_REVIEW
candidate-0d08caee33fe|How should an engineer configure Enable AppArmor related security context settings safely in Kubernetes?|configuration|Kubernetes|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-apparmorfields-md|37dfb3cea48cdc6b86524796653e864a8d10b49d0e58263feb5fd4bab930ff79|NEEDS_HUMAN_REVIEW
candidate-0f663c8a322c|How should an engineer configure Scheduling framework: TAS plugins configuration safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-scheduling-eviction-topology-aware-scheduling-md|339aa24a379eca935ac235c9fe23f39ee272246830c31155ccfeebcf9d679da0|NEEDS_HUMAN_REVIEW
candidate-106a7581f7eb|How should an engineer configure Cluster networking types safely in Kubernetes?|configuration|Kubernetes|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-cluster-administration-networking-md|49045484b9e3666ddb50cbc0255485942be05266e62d32a40ba72ce84efb2756|NEEDS_HUMAN_REVIEW
candidate-1209e6439c7d|How should an engineer configure Allow the use of the timeZone optional field in CronJobs safely in Kubernetes?|configuration|Kubernetes|advanced|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-cronjobtimezone-md|bc4a7c4e20219a9583f8f7e361e8e7a5b1a3cbeedd79e7ff084bbbec996e0061|NEEDS_HUMAN_REVIEW
candidate-12b6ca6440af|How should an engineer configure Documentation formatting standards safely in Kubernetes?|configuration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-style-style-guide-md|6c98267a687ed7b6421c251448028326ba66b64e9e23cf07971fcc2510db78e8|NEEDS_HUMAN_REVIEW
candidate-01688bfb0e9e|How should an engineer configure Foreign Data Wrapper Callback Routines safely in PostgreSQL?|configuration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-fdwhandler-sgml|7c8b360cc98074b77de4ab99b518eddfa1797f1f6154d14e826aa7733b40cf1f|NEEDS_HUMAN_REVIEW
candidate-024aea55a59c|How should an engineer configure BRIN Indexes safely in PostgreSQL?|configuration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-brin-sgml|9617c6301af21e859ab2b1256f3b10d6e43a66b022fd392bea849e18ac8a3028|NEEDS_HUMAN_REVIEW
candidate-04b8a9cb6182|How should an engineer configure postgresfdw &mdash safely in PostgreSQL?|configuration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-postgres-fdw-sgml|ccd9932044e4f0dae15a5122446195890d2b501181078284851d22161c82392d|NEEDS_HUMAN_REVIEW
candidate-0941024d3662|How should an engineer configure Sequence Manipulation Functions safely in PostgreSQL?|configuration|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-sequence-sgml|f73d3a60cbbe5855dcba75a52208a7762a7da9fd9d23d11b5b2262c33392082a|NEEDS_HUMAN_REVIEW
candidate-0a2598038cdb|How should an engineer configure Behavior of B-Tree Operator Classes safely in PostgreSQL?|configuration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-btree-sgml|abc3bf353dda9bcb17478ea7398f7640997ca07e531498b769422289a1b3c5a6|NEEDS_HUMAN_REVIEW
candidate-0a9b666c9b5a|How should an engineer configure insertusername &mdash; Functions for Tracking Who Changed a Table safely in PostgreSQL?|configuration|PostgreSQL|advanced|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-contrib-spi-sgml|b83b54baa4737ddc77e0f8bee3f02be2b197c32eaaf3927348943d7185dc2bc5|NEEDS_HUMAN_REVIEW
candidate-0cdde94714ce|How should an engineer configure filefdw &mdash; access data files in the server's file system safely in PostgreSQL?|configuration|PostgreSQL|advanced|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-file-fdw-sgml|07f5ffa89ce61b845e23015f8c5ff7ad9f04b7e4e4e09d91901adfaff667195c|NEEDS_HUMAN_REVIEW
candidate-1206e0d0d5d0|How should an engineer configure pgprewarm &mdash; preload relation data into buffer caches safely in PostgreSQL?|configuration|PostgreSQL|advanced|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-pgprewarm-sgml|3a7a1dca75fc3fa82d668da5809d40cb65235c762776d33d4b1a4fd1cfe13fcc|NEEDS_HUMAN_REVIEW
candidate-0053b16013e1|How should an administrator operate Profile Details safely in Kubernetes?|database administration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-security-pod-security-standards-md|4512bcf91d25887e643f2f577c929c5c9f14a98ad69501570a2fa941b8ae407a|NEEDS_HUMAN_REVIEW
candidate-0983bf919147|How should an administrator operate This causes kubelet to no longer create legacy iptables rules safely in Kubernetes?|database administration|Kubernetes|advanced|False|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-iptablesownershipcleanup-md|18f6ae4b5c6c6f9cc0b7a924e444f36ab9da9e96bc8bc937a54843804996c2e8|NEEDS_HUMAN_REVIEW
candidate-0cba1a7c0f55|How should an administrator operate Why we mirror safely in Kubernetes?|database administration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-blog-mirroring-md|7022b0ed99b31e656021e01e3ca1f9cfd972aead66c295cdfe05b5e179d48a1b|NEEDS_HUMAN_REVIEW
candidate-0d96c1354f56|How should an administrator operate List of supported fields safely in Kubernetes?|database administration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-concepts-overview-working-with-objects-field-selectors-md|12f9f84b3ede23bdf0261c15703169988ba33d30a1526da7aedfbb5fec9b76ca|NEEDS_HUMAN_REVIEW
candidate-0e4360b7d7e3|How should an administrator operate Serve as a New Contributor Ambassador safely in Kubernetes?|database administration|Kubernetes|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|kubernetes-docs-content-en-docs-contribute-advanced-md|2a7a1f7951e1948eae7d0e532f26bdc0c6249dea7ce02a82ea07defc7fddfadc|NEEDS_HUMAN_REVIEW
candidate-01c02fb10ab0|How should an administrator operate Built-in Range and Multirange Types safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-rangetypes-sgml|69b1ba59812ceef920da7e610171cd3da39c0c0a9c61766425c11d7afce24cf5|NEEDS_HUMAN_REVIEW
candidate-02223da2174d|How should an administrator operate The SQL Language safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-postgres-sgml|083299e86284753b2deabb296208fbaa70638b01a09ade3e7c66c09cb9a10c6b|NEEDS_HUMAN_REVIEW
candidate-02628b19f877|How should an administrator operate Data Definition safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-ddl-sgml|6531a041561f9d73f857d088cc888a957fa7587f58c2fba7fdf229fed03b58b3|NEEDS_HUMAN_REVIEW
candidate-02a19fb3e313|How should an administrator operate Session Information Functions safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-info-sgml|037e4ac269209fbe79bedbdc85ff7459b6ba9f132b784a14c44350f590a52861|NEEDS_HUMAN_REVIEW
candidate-048a8fab0f0c|How should an administrator operate citext &mdash; a case-insensitive character string type safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-citext-sgml|3b3627c1a3f69801f50885950e947f27683237031e8cda2e79adf6476218ea44|NEEDS_HUMAN_REVIEW
candidate-0515676d4ccd|How should an administrator operate Updating Data safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-dml-sgml|729f74893bb7824c951d1b155600efc15b5892d2ecca14008b70f4ff5cd593ac|NEEDS_HUMAN_REVIEW
candidate-059a028b61b5|How should an administrator operate Per-Command Policies safely in PostgreSQL?|database administration|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-ref-create-policy-sgml|2885635eeb37709fd4d6765f86b8cd51ca7180de7c68d83437d3934ade350258|NEEDS_HUMAN_REVIEW
candidate-05d3a6525b23|How should an administrator operate OAuth Validator Modules safely in PostgreSQL?|database administration|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-oauth-validators-sgml|5f2fe19d635811885977b1d6f23e3981f94b74ea17eb68ef1d9b4a46e49c8fd9|NEEDS_HUMAN_REVIEW
candidate-09ddeb1c42af|How should an administrator operate External Projects safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-external-projects-sgml|02ae6984251d00d59d0ac38a7e28c93c321ab82042a5ca06ff561eb996c94ee0|NEEDS_HUMAN_REVIEW
candidate-0a2030a54efd|How should an administrator operate libpq &mdash; C Library safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-libpq-sgml|2ef0431c97fd91712ad9f42f71861bd59f762ae11d734e0624a6ae529a2838ea|NEEDS_HUMAN_REVIEW
candidate-0a328dbaf55d|How should an administrator operate intarray Functions safely in PostgreSQL?|database administration|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-intarray-sgml|e2accfa99a1defe228a9f983e254c6f382ec301074035caccff464ca9fd573e1|NEEDS_HUMAN_REVIEW
candidate-0ab2fc365cc9|How should an administrator operate Bug Reporting Guidelines safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-problems-sgml|3da4ae1da217c82f018480ca3aeb798faf26dc3129a6f66717f07b9f70cb3e51|NEEDS_HUMAN_REVIEW
candidate-0c0b3889494b|How should an administrator operate pgtrgm &mdash safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-pgtrgm-sgml|2fee90b192c33503510b0c9c6f0483c4ca966e45017cf000d45ba2d67b22a1a5|NEEDS_HUMAN_REVIEW
candidate-0ea13ad5137d|How should an administrator operate Using EXPLAIN safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-perform-sgml|a91349751ea2df1a1a5b6745c870576c597247eca7e1e225ffa6af073320f732|NEEDS_HUMAN_REVIEW
candidate-0f064c7c7e01|How should an administrator operate Other String Functions and Operators safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-string-sgml|d7943eff755cbc9227adffdf31a590e457409ce58225af028dda446f2fd5f848|NEEDS_HUMAN_REVIEW
candidate-0f90c8a09cc1|How should an administrator operate PL/Tcl &mdash; Tcl Procedural Language safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-pltcl-sgml|8c5fc35730eb3c638ffd0f55f6076c0f2da22dd4c69b6e2bc5d3662316ac7e50|NEEDS_HUMAN_REVIEW
candidate-107bd7d2d18e|How should an administrator operate PostgreSQL &version; Documentation safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-postgres-sgml|083299e86284753b2deabb296208fbaa70638b01a09ade3e7c66c09cb9a10c6b|NEEDS_HUMAN_REVIEW
candidate-1092bff1a7c1|How should an administrator operate Declaration of Array Types safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-array-sgml|fb0db897fa4169250be753419f671254ef0b8015e7cffa80bb26ca5325472bb2|NEEDS_HUMAN_REVIEW
candidate-10ab38098305|How should an administrator operate System Catalog Initial Data safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-bki-sgml|3bffbd189ad703c901238013773dc433e444ead07be66a605b2aa2d57e0d1562|NEEDS_HUMAN_REVIEW
candidate-111e8f0f1f14|How should an administrator operate Capturing Changes at Command End safely in PostgreSQL?|database administration|PostgreSQL|intermediate|False|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-func-func-event-triggers-sgml|dd51c0b6e9e02c37ba3a8ae0e186a5364a34378e2618dd797469184a9f562d24|NEEDS_HUMAN_REVIEW
candidate-112cc6b8cafe|How should an administrator operate Data Manipulation safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-dml-sgml|729f74893bb7824c951d1b155600efc15b5892d2ecca14008b70f4ff5cd593ac|NEEDS_HUMAN_REVIEW
candidate-114f607e9a08|How should an administrator operate Standard Unix Tools safely in PostgreSQL?|database administration|PostgreSQL|intermediate|True|True|True|True|deterministic corpus-heading paraphrase; human review required|postgresql-docs-doc-src-sgml-monitoring-sgml|4b6700955909fdfcc603e5e36fce1cdf8805a175708b1287d138fa3896948de9|NEEDS_HUMAN_REVIEW
