query_id,query_text,category,project,difficulty,grounding_document_id,review_status,reviewer_decision,reviewer_notes
candidate-0a2598038cdb,How should an engineer configure Behavior of B-Tree Operator Classes safely in PostgreSQL?,configuration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-btree-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0a9b666c9b5a,How should an engineer configure insertusername &mdash; Functions for Tracking Who Changed a Table safely in PostgreSQL?,configuration,PostgreSQL,advanced,postgresql-docs-doc-src-sgml-contrib-spi-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0cdde94714ce,How should an engineer configure filefdw &mdash; access data files in the server's file system safely in PostgreSQL?,configuration,PostgreSQL,advanced,postgresql-docs-doc-src-sgml-file-fdw-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1206e0d0d5d0,How should an engineer configure pgprewarm &mdash; preload relation data into buffer caches safely in PostgreSQL?,configuration,PostgreSQL,advanced,postgresql-docs-doc-src-sgml-pgprewarm-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0053b16013e1,How should an administrator operate Profile Details safely in Kubernetes?,database administration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-security-pod-security-standards-md,NEEDS_HUMAN_REVIEW,,
candidate-0983bf919147,How should an administrator operate This causes kubelet to no longer create legacy iptables rules safely in Kubernetes?,database administration,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-iptablesownershipcleanup-md,NEEDS_HUMAN_REVIEW,,
candidate-0cba1a7c0f55,How should an administrator operate Why we mirror safely in Kubernetes?,database administration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-blog-mirroring-md,NEEDS_HUMAN_REVIEW,,
candidate-0d96c1354f56,How should an administrator operate List of supported fields safely in Kubernetes?,database administration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-overview-working-with-objects-field-selectors-md,NEEDS_HUMAN_REVIEW,,
candidate-0e4360b7d7e3,How should an administrator operate Serve as a New Contributor Ambassador safely in Kubernetes?,database administration,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-advanced-md,NEEDS_HUMAN_REVIEW,,
candidate-01c02fb10ab0,How should an administrator operate Built-in Range and Multirange Types safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-rangetypes-sgml,NEEDS_HUMAN_REVIEW,,
candidate-02223da2174d,How should an administrator operate The SQL Language safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-postgres-sgml,NEEDS_HUMAN_REVIEW,,
candidate-02628b19f877,How should an administrator operate Data Definition safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-ddl-sgml,NEEDS_HUMAN_REVIEW,,
candidate-02a19fb3e313,How should an administrator operate Session Information Functions safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-info-sgml,NEEDS_HUMAN_REVIEW,,
candidate-048a8fab0f0c,How should an administrator operate citext &mdash; a case-insensitive character string type safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-citext-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0515676d4ccd,How should an administrator operate Updating Data safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-dml-sgml,NEEDS_HUMAN_REVIEW,,
candidate-059a028b61b5,How should an administrator operate Per-Command Policies safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-ref-create-policy-sgml,NEEDS_HUMAN_REVIEW,,
candidate-05d3a6525b23,How should an administrator operate OAuth Validator Modules safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-oauth-validators-sgml,NEEDS_HUMAN_REVIEW,,
candidate-09ddeb1c42af,How should an administrator operate External Projects safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-external-projects-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0a2030a54efd,How should an administrator operate libpq &mdash; C Library safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-libpq-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0a328dbaf55d,How should an administrator operate intarray Functions safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-intarray-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0ab2fc365cc9,How should an administrator operate Bug Reporting Guidelines safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-problems-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0c0b3889494b,How should an administrator operate pgtrgm &mdash safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pgtrgm-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0ea13ad5137d,How should an administrator operate Using EXPLAIN safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-perform-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0f064c7c7e01,How should an administrator operate Other String Functions and Operators safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-string-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0f90c8a09cc1,How should an administrator operate PL/Tcl &mdash; Tcl Procedural Language safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pltcl-sgml,NEEDS_HUMAN_REVIEW,,
candidate-107bd7d2d18e,How should an administrator operate PostgreSQL &version; Documentation safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-postgres-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1092bff1a7c1,How should an administrator operate Declaration of Array Types safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-array-sgml,NEEDS_HUMAN_REVIEW,,
candidate-10ab38098305,How should an administrator operate System Catalog Initial Data safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-bki-sgml,NEEDS_HUMAN_REVIEW,,
candidate-111e8f0f1f14,How should an administrator operate Capturing Changes at Command End safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-event-triggers-sgml,NEEDS_HUMAN_REVIEW,,
candidate-112cc6b8cafe,How should an administrator operate Data Manipulation safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-dml-sgml,NEEDS_HUMAN_REVIEW,,
candidate-114f607e9a08,How should an administrator operate Standard Unix Tools safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-monitoring-sgml,NEEDS_HUMAN_REVIEW,,
candidate-11832da3f4c6,How should an administrator operate Routine Vacuuming safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-maintenance-sgml,NEEDS_HUMAN_REVIEW,,
candidate-11aa6a19f8eb,How should an administrator operate Index Access Method Functions safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-indexam-sgml,NEEDS_HUMAN_REVIEW,,
candidate-12139ba21624,How should an administrator operate Sample Output safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pgfreespacemap-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1572c5baf198,How should an administrator operate Text Search Functions and Operators safely in PostgreSQL?,database administration,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-textsearch-sgml,NEEDS_HUMAN_REVIEW,,
candidate-00feb10ae420,How should an engineer troubleshoot Enable clearing .status.nominatedNodeName whenever Pods are bound to nodes when it does not behave as expected?,debugging,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-clearingnominatednodenameafterbinding-md,NEEDS_HUMAN_REVIEW,,
candidate-028b177bb30c,How should an engineer troubleshoot Why you should use diagrams in documentation when it does not behave as expected?,debugging,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-style-diagram-guide-md,NEEDS_HUMAN_REVIEW,,
candidate-052efcd87056,How should an engineer troubleshoot Volume health monitoring when it does not behave as expected?,debugging,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-storage-volume-health-monitoring-md,NEEDS_HUMAN_REVIEW,,
candidate-0572c1cdffd2,How should an engineer troubleshoot Enables .status.ingress.loadBalancer to be set on Services of types other than LoadBalancer when it does not behave as expected?,debugging,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-allowservicelbstatusonnonlb-md,NEEDS_HUMAN_REVIEW,,
candidate-07348693d4e7,How should an engineer troubleshoot Enables the DaemonSet workloads to maintain availability during update per node when it does not behave as expected?,debugging,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-daemonsetupdatesurge-md,NEEDS_HUMAN_REVIEW,,
candidate-07a43fd4722d,How should an engineer troubleshoot Enable kubelet to send the service account token bound to the pod for which the image is being pulle when it does not behave as expected?,debugging,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-kubeletserviceaccounttokenforcredentialproviders-md,NEEDS_HUMAN_REVIEW,,
candidate-089a482f097a,How should an engineer troubleshoot Improves scheduling queue behavior by popping pods from the backoffQ when the activeQ is empty when it does not behave as expected?,debugging,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-schedulerpopfrombackoffq-md,NEEDS_HUMAN_REVIEW,,
candidate-08fdf7171dc3,How should an engineer troubleshoot This is another example content file inside the includes leaf bundle when it does not behave as expected?,debugging,Kubernetes,advanced,kubernetes-docs-content-en-docs-contribute-style-hugo-shortcodes-example2-md,NEEDS_HUMAN_REVIEW,,
candidate-0b35a13a0b12,How should an engineer troubleshoot Enable preemptionPolicy field for PriorityClass and Pod when it does not behave as expected?,debugging,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-nonpreemptingpriority-md,NEEDS_HUMAN_REVIEW,,
candidate-10a30a35dff6,How should an engineer troubleshoot Enable the PodOverhead feature to account for pod overheads when it does not behave as expected?,debugging,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-podoverhead-md,NEEDS_HUMAN_REVIEW,,
candidate-1407ca9dc2c8,How should an engineer troubleshoot Enable the five second timeout on aggregated discovery calls when it does not behave as expected?,debugging,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-enableaggregateddiscoverytimeout-md,NEEDS_HUMAN_REVIEW,,
candidate-156181c88444,How should an engineer troubleshoot This is an example content file inside the includes leaf bundle when it does not behave as expected?,debugging,Kubernetes,advanced,kubernetes-docs-content-en-docs-contribute-style-hugo-shortcodes-example1-md,NEEDS_HUMAN_REVIEW,,
candidate-1b2b18977961,How should an engineer troubleshoot Allow update to the .spec.nodeAffinity field of a PersistentVolume when it does not behave as expected?,debugging,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-mutablepvnodeaffinity-md,NEEDS_HUMAN_REVIEW,,
candidate-1c2cc7a19ebe,How should an engineer troubleshoot Uses for ephemeral containers when it does not behave as expected?,debugging,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-pods-ephemeral-containers-md,NEEDS_HUMAN_REVIEW,,
candidate-1e018cb57067,How should an engineer troubleshoot Framework workflow when it does not behave as expected?,debugging,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-scheduling-eviction-scheduling-framework-md,NEEDS_HUMAN_REVIEW,,
candidate-2012475a2af0,How should an engineer troubleshoot Network Plugin Requirements when it does not behave as expected?,debugging,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-extend-kubernetes-compute-storage-net-network-plugins-md,NEEDS_HUMAN_REVIEW,,
candidate-20866125d054,How should an engineer troubleshoot Enable the expanding of CSI volumes when it does not behave as expected?,debugging,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-expandcsivolumes-md,NEEDS_HUMAN_REVIEW,,
candidate-02a0d25c15ba,How should an engineer troubleshoot Configuring the Colors when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-color-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0395639d71a7,How should an engineer troubleshoot Sequence Manipulation Functions when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-sequence-sgml,NEEDS_HUMAN_REVIEW,,
candidate-052aae5689a8,How should an engineer troubleshoot pgsurgery &mdash; perform low-level surgery on relation data when it does not behave as expected?,debugging,PostgreSQL,advanced,postgresql-docs-doc-src-sgml-pgsurgery-sgml,NEEDS_HUMAN_REVIEW,,
candidate-057519b32b33,How should an engineer troubleshoot Updating Data when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-dml-sgml,NEEDS_HUMAN_REVIEW,,
candidate-05c7667dfeb9,How should an engineer troubleshoot UUID Functions when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-uuid-sgml,NEEDS_HUMAN_REVIEW,,
candidate-087a07bfabbd,How should an engineer troubleshoot Initialization Functions when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-archive-modules-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0887be3dd0d6,How should an engineer troubleshoot Multivariate Statistics Examples when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-planstats-sgml,NEEDS_HUMAN_REVIEW,,
candidate-09fb24071986,How should an engineer troubleshoot Mathematical Functions and Operators when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-math-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0f7d2c3bf19f,How should an engineer troubleshoot How to Use It when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-lo-sgml,NEEDS_HUMAN_REVIEW,,
candidate-10c685d45322,How should an engineer troubleshoot Data Definition when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-ddl-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1175a397bf27,How should an engineer troubleshoot pgtrgm &mdash when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pgtrgm-sgml,NEEDS_HUMAN_REVIEW,,
candidate-193b05e36122,How should an engineer troubleshoot Row and Array Comparisons when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-func-func-comparisons-sgml,NEEDS_HUMAN_REVIEW,,
candidate-27592bc2198b,How should an engineer troubleshoot Heap Functions when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-pageinspect-sgml,NEEDS_HUMAN_REVIEW,,
candidate-27c1e4de270b,How should an engineer troubleshoot Configuration Parameters when it does not behave as expected?,debugging,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-auth-delay-sgml,NEEDS_HUMAN_REVIEW,,
candidate-00712e826414,What deployment steps and checks are recommended for Schedule syntax in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-controllers-cron-jobs-md,NEEDS_HUMAN_REVIEW,,
candidate-013d2a774351,What deployment steps and checks are recommended for Use cases in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-security-multi-tenancy-md,NEEDS_HUMAN_REVIEW,,
candidate-0160064d2740,What deployment steps and checks are recommended for Sidecar containers in Kubernetes in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-pods-sidecar-containers-md,NEEDS_HUMAN_REVIEW,,
candidate-01b5e3e26a13,What deployment steps and checks are recommended for Service Discovery in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-cluster-administration-addons-md,NEEDS_HUMAN_REVIEW,,
candidate-02cf82a12e9a,"What deployment steps and checks are recommended for Enables relaxed validation for Service object names, allowing the use of RFC 1123 label names instea in Kubernetes?",deployment,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-relaxedservicenamevalidation-md,NEEDS_HUMAN_REVIEW,,
candidate-034ceda2e694,What deployment steps and checks are recommended for Enable the kubelet to mark the PodReadyToStartContainers condition on pods in Kubernetes?,deployment,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-podreadytostartcontainerscondition-md,NEEDS_HUMAN_REVIEW,,
candidate-03c9948c06d0,What deployment steps and checks are recommended for Organizing resource configurations in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-management-md,NEEDS_HUMAN_REVIEW,,
candidate-04ff3fc670b1,What deployment steps and checks are recommended for The split image filesystem feature enables kubelet to perform garbage collection of images (read-onl in Kubernetes?,deployment,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-kubeletseparatediskgc-md,NEEDS_HUMAN_REVIEW,,
candidate-0624b967df26,What deployment steps and checks are recommended for Enables improved discovery of mounted volumes during kubelet startup in Kubernetes?,deployment,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-newvolumemanagerreconstruction-md,NEEDS_HUMAN_REVIEW,,
candidate-06b80115a2c6,What deployment steps and checks are recommended for How to enable Feature Gates in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-index-md,NEEDS_HUMAN_REVIEW,,
candidate-0a05a0510345,What deployment steps and checks are recommended for Updating images in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-containers-images-md,NEEDS_HUMAN_REVIEW,,
candidate-0a6ac111ad51,What deployment steps and checks are recommended for For documentation contributors in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-new-content-new-features-md,NEEDS_HUMAN_REVIEW,,
candidate-0aaf327389ed,What deployment steps and checks are recommended for Enables shims and translation logic to route volume operations from the RBD in-tree plugin to Ceph R in Kubernetes?,deployment,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-csimigrationrbd-md,NEEDS_HUMAN_REVIEW,,
candidate-10dfa99a5253,What deployment steps and checks are recommended for Startup probe in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-pods-probes-md,NEEDS_HUMAN_REVIEW,,
candidate-11da738e0f33,What deployment steps and checks are recommended for Graceful node shutdown in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-cluster-administration-node-shutdown-md,NEEDS_HUMAN_REVIEW,,
candidate-133a4040ea1c,What deployment steps and checks are recommended for Lifecycle Pod conditions in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-pods-pod-condition-md,NEEDS_HUMAN_REVIEW,,
candidate-139c27a37912,What deployment steps and checks are recommended for Kubernetes provides several built-in APIs for declarative management of your and the components of t in Kubernetes?,deployment,Kubernetes,advanced,kubernetes-docs-content-en-docs-concepts-workloads-controllers-index-md,NEEDS_HUMAN_REVIEW,,
candidate-14ad27be844b,What deployment steps and checks are recommended for Before you begin in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-contribute-new-content-index-md,NEEDS_HUMAN_REVIEW,,
candidate-14afb967c837,What deployment steps and checks are recommended for Setting the threshold in Kubernetes?,deployment,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-scheduling-eviction-scheduler-perf-tuning-md,NEEDS_HUMAN_REVIEW,,
candidate-03e279c25ca0,What deployment steps and checks are recommended for Multivariate Statistics Examples in PostgreSQL?,deployment,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-planstats-sgml,NEEDS_HUMAN_REVIEW,,
candidate-057a0cd70270,What deployment steps and checks are recommended for Operators and Functions in PostgreSQL?,deployment,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-ltree-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0780366059c9,What deployment steps and checks are recommended for Frontend/Backend Protocol in PostgreSQL?,deployment,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-protocol-sgml,NEEDS_HUMAN_REVIEW,,
candidate-08d32e044db7,What deployment steps and checks are recommended for Overview of Event Trigger Behavior in PostgreSQL?,deployment,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-event-trigger-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0a3ee62c7302,What deployment steps and checks are recommended for Background Worker Processes in PostgreSQL?,deployment,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-bgworker-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0a52f22bad13,What deployment steps and checks are recommended for PL/Perl &mdash; Perl Procedural Language in PostgreSQL?,deployment,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-plperl-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0b3c2487eff6,What deployment steps and checks are recommended for Additional Supplied Modules and Extensions in PostgreSQL?,deployment,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-contrib-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0df3f903d686,What deployment steps and checks are recommended for The SQL Language in PostgreSQL?,deployment,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-postgres-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0f753d812261,What deployment steps and checks are recommended for Array Value Input in PostgreSQL?,deployment,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-array-sgml,NEEDS_HUMAN_REVIEW,,
candidate-1005d4f22acc,What deployment steps and checks are recommended for Generic WAL Records in PostgreSQL?,deployment,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-generic-wal-sgml,NEEDS_HUMAN_REVIEW,,
candidate-126e55313211,What deployment steps and checks are recommended for Getting the Source in PostgreSQL?,deployment,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-installation-sgml,NEEDS_HUMAN_REVIEW,,
candidate-133f72e6ad2e,What deployment steps and checks are recommended for basicarchive &mdash; an example WAL archive module in PostgreSQL?,deployment,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-basic-archive-sgml,NEEDS_HUMAN_REVIEW,,
candidate-04a1aa283f26,How should an engineer recover from a failure involving Enables a new status field .status.terminatingReplicas in Deployments and ReplicaSets to allow track in Kubernetes?,failure recovery,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-deploymentreplicasetterminatingreplicas-md,NEEDS_HUMAN_REVIEW,,
candidate-11456ce1e274,"How should an engineer recover from a failure involving {{% heading ""whatsnext"" %}} in Kubernetes?",failure recovery,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-architecture-self-healing-md,NEEDS_HUMAN_REVIEW,,
candidate-15822f93c347,How should an engineer recover from a failure involving Voluntary and involuntary disruptions in Kubernetes?,failure recovery,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-pods-disruptions-md,NEEDS_HUMAN_REVIEW,,
candidate-26c78218ebd6,How should an engineer recover from a failure involving Writing a ReplicationController Manifest in Kubernetes?,failure recovery,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-controllers-replicationcontroller-md,NEEDS_HUMAN_REVIEW,,
candidate-53f81507c1e0,"How should an engineer recover from a failure involving When a Node is marked out-of-service using the node.kubernetes.io/out-of-service taint, Pods on the  in Kubernetes?",failure recovery,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-nodeoutofservicevolumedetach-md,NEEDS_HUMAN_REVIEW,,
candidate-5de467563a30,How should an engineer recover from a failure involving Creating a Deployment in Kubernetes?,failure recovery,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-controllers-deployment-md,NEEDS_HUMAN_REVIEW,,
candidate-6816dd72a86a,How should an engineer recover from a failure involving When to use a ReplicaSet in Kubernetes?,failure recovery,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-controllers-replicaset-md,NEEDS_HUMAN_REVIEW,,
candidate-90c90cc60959,How should an engineer recover from a failure involving Pod lifetime in Kubernetes?,failure recovery,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-pods-pod-lifecycle-md,NEEDS_HUMAN_REVIEW,,
candidate-9c1536486712,How should an engineer recover from a failure involving Enable the Pod Deletion Cost feature which allows users to influence ReplicaSet downscaling order in Kubernetes?,failure recovery,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-poddeletioncost-md,NEEDS_HUMAN_REVIEW,,
candidate-a208fd0e7054,How should an engineer recover from a failure involving Use Case in Kubernetes?,failure recovery,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-controllers-deployment-md,NEEDS_HUMAN_REVIEW,,
candidate-a6532195bd80,How should an engineer recover from a failure involving Enables resilient watchcache initialization to avoid controlplane overload in Kubernetes?,failure recovery,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-resilientwatchcacheinitialization-md,NEEDS_HUMAN_REVIEW,,
candidate-b171272f044c,How should an engineer recover from a failure involving Pod-template-hash label in Kubernetes?,failure recovery,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-controllers-deployment-md,NEEDS_HUMAN_REVIEW,,
candidate-bdf0e1107ebc,"How should an engineer recover from a failure involving Enables ephemeral, inline volumes that support all features of normal volumes (can be provided by th in Kubernetes?",failure recovery,Kubernetes,advanced,kubernetes-docs-content-en-docs-reference-command-line-tools-reference-feature-gates-genericephemeralvolume-md,NEEDS_HUMAN_REVIEW,,
candidate-c965ce81c7b1,How should an engineer recover from a failure involving Pod disruption budgets in Kubernetes?,failure recovery,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-pods-disruptions-md,NEEDS_HUMAN_REVIEW,,
candidate-cc9edd622ecb,How should an engineer recover from a failure involving How a ReplicationController works in Kubernetes?,failure recovery,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-controllers-replicationcontroller-md,NEEDS_HUMAN_REVIEW,,
candidate-d1378a0e5ecb,How should an engineer recover from a failure involving Dealing with disruptions in Kubernetes?,failure recovery,Kubernetes,intermediate,kubernetes-docs-content-en-docs-concepts-workloads-pods-disruptions-md,NEEDS_HUMAN_REVIEW,,
candidate-0a4c5f774da2,How should an engineer recover from a failure involving Logical Decoding Concepts in PostgreSQL?,failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-logicaldecoding-sgml,NEEDS_HUMAN_REVIEW,,
candidate-0ca3178ec9df,How should an engineer recover from a failure involving Logical Decoding Examples in PostgreSQL?,failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-logicaldecoding-sgml,NEEDS_HUMAN_REVIEW,,
candidate-34b975d977b7,"How should an engineer recover from a failure involving High Availability, Load Balancing, and Replication Feature Matrix in PostgreSQL?",failure recovery,PostgreSQL,advanced,postgresql-docs-doc-src-sgml-high-availability-sgml,NEEDS_HUMAN_REVIEW,,
candidate-3cf0a2704efa,How should an engineer recover from a failure involving Routine Database Maintenance Tasks in PostgreSQL?,failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-maintenance-sgml,NEEDS_HUMAN_REVIEW,,
candidate-3dd757d21e04,How should an engineer recover from a failure involving Routine Vacuuming in PostgreSQL?,failure recovery,PostgreSQL,intermediate,postgresql-docs-doc-src-sgml-maintenance-sgml,NEEDS_HUMAN_REVIEW,,
